#### UTF-8 
#### 外国人名，中英对照的，大约有4万个
#### 共39687条
#### 来源维基百科(wikipedia), https://github.com/beifeng600

克利斯登·奈加特	Kristen Nygaard
巴比·鄂坦托	Bobby Ertanto
安迪·瓦胡	Andy Warhol
卡米拉·马丁	Camilla Martin
弗来明·戴夫斯	Flemming Delfs
REDCLIFF～心·战～	Xin Zhan: Red Cliff
弗拉基米尔·伊里奇·列宁	Vladimir Lenin
米基奥·艾堅	Michail Elgin
塞缪尔·D·英厄姆	Samuel D. Ingham
麦克·布力治	Mark Bridge
马克·布里奇	Mark Bridge
约瑟法·伊洛伊洛	Josefa Iloilo
亚历山大·洪堡	Alexander von Humboldt
卡蜜拉·馬丁	Camilla Martin
丽娜·科彭	Lene Køppen
莱茵·柯本	Lene Køppen
威廉·约翰·杜安	William J. Duane
利瓦伊·伍德伯里	Levi Woodbury
托马斯·尤因	Thomas Ewing
森美·李爾	Sammy Lee (footballer)
沃尔特·福沃德	Walter Forward
约翰·坎菲尔德·斯潘塞	John C. Spencer
乔治·M·比布	George M. Bibb
罗伯特·J·沃克	Robert J. Walker
威廉·M·梅雷迪思	William M. Meredith
黛安·費恩斯坦	Dianne Feinstein
科林·特利亚多	Corín Tellado
珍妮特·罗森堡·贾根	Janet Jagan
热那亚－克里斯托弗·哥伦布机场	Genoa Cristoforo Colombo Airport
佛罗伦斯·佛斯特·珍金絲	Florence Foster Jenkins
肯笙妮雅·蘇恩諾娃	Ksenia Sukhinova
薇拉·克拉索娃	Vera Krasova
哈里·S·杜鲁门	Harry S. Truman
托马斯·科温	Thomas Corwin
卡拉·布吕尼	Carla Bruni
詹姆斯·格思里	James Guthrie (Kentucky)
豪厄尔·科布	Howell Cobb
菲利普·弗朗西斯·托马斯	Philip Francis Thomas
约翰·亚当斯·迪克斯	John Adams Dix
芙罗伦丝·佛斯特·詹金斯	Florence Foster Jenkins
奥斯卡·王尔德	Oscar Wilde
威廉·P·费森登	William P. Fessenden
阿美利哥·维斯普西	Amerigo Vespucci
塞雷茨·卡马爵士国际机场	Sir Seretse Khama International Airport
道格拉斯·狄龙	C. Douglas Dillon
爱德华·戴伊	J. Edward Day
J·爱德华·戴伊	J. Edward Day
迪奥里·哈马尼国际机场	Diori Hamani International Airport
彼得·卒姆托	Peter Zumthor
休·麦卡洛克	Hugh McCulloch
威廉·亚当斯·理查森	William Adams Richardson
本杰明·布里斯托	Benjamin Bristow
洛特·M·莫里尔	Lot M. Morrill
威廉·温德姆	William Windom
查尔斯·J·福尔杰	Charles J. Folger
理查德·菲利普斯	Maersk Alabama hijacking
珍妮·汉弗莱	Jenny Humphrey
布莱尔·沃尔多夫	Blair Waldorf
塞雷娜·范德伍德森	Serena van der Woodsen
纳特·阿奇博尔德(绯闻女孩)	Nate Archibald (Gossip Girl)
查克·巴斯	Chuck Bass
莱顿·梅斯特	Leighton Meester
泰勒·莫姆森	Taylor Momsen
蔡斯·克劳福德	Chace Crawford
凯利·拉瑟福德	Kelly Rutherford
杰西卡·斯佐尔	Jessica Szohr
米歇尔·特拉亨伯格	Michelle Trachtenberg
凯莉·拉瑟福德	Kelly Rutherford
荷西·賓度	José Manuel Pinto
詹姆斯·加菲尔德	James A. Garfield
彼得·盧雲卡蘭斯	Peter Løvenkrands
亚伯拉罕·棣美弗	Abraham de Moivre
路德维希·密斯·凡德罗	Ludwig Mies van der Rohe
密斯·凡·德羅	Ludwig Mies van der Rohe
密斯·凡德羅	Ludwig Mies van der Rohe
本杰明·哈利森	Benjamin Harrison
沙希德·哈希米内贾德国际机场	Mashhad International Airport
沙希德·阿亚图拉·达斯特盖卜国际机场	Shiraz International Airport
乔治·伯沙	Georges Beuchat
保罗·卡拉斯	Paul Kalas
奥利弗·赫维赛德	Oliver Heaviside
毛利齐奥·波里尼	Maurizio Pollini
莫里齐奥·波里尼	Maurizio Pollini
加布里埃尔·邓南遮	Gabriele d'Annunzio
费德里科·馬基達	Federico Macheda
罗伯特·穆齐尔	Robert Musil
加布里埃勒·邓南遮	Gabriele d'Annunzio
占士·徹斯特	James Chester
费德里科·馬捷達	Federico Macheda
拉尔夫·艾里森	Ralph Ellison
拉尔夫·埃里森	Ralph Ellison
占士·安東尼·麥基	Jaimes McKee
路易·波拿巴	Louis Bonaparte
尼可拉斯·昂斯	Nic Ungs
亨利·羅傑	Henry Huttleston Rogers
占美·奧哈拉	Jamie O'Hara (footballer)
苏兰·杜錫	Zoran Tošić
柯提斯·史東	Curtis Stone
米亚·哈姆	Mia Hamm
卡蜜拉·瑪汀	Camilla Martin
克罗迪亚·西施拉	Claudia Ciesla
穆罕默德·乌尔德·阿卜杜勒－阿齐兹	Mohamed Ould Abdel Aziz
菲·丹娜慧	Faye Dunaway
米歇尔·阿科尔斯	Michelle Akers
杰米·奥哈拉	Jamie O'Hara (footballer)
约翰·布朗之躯	John Brown's Body
克里斯汀·莉莉	Kristine Lilly
康内留斯·范德比尔特	Cornelius Vanderbilt
托马斯·克伦威尔	Thomas Cromwell
波格丹·高力克	Bogdan Golik
玛丽·夏尼	Mary Harney
儒尼奥尔·斯塔尼斯拉斯	Junior Stanislas
高登·弗里曼	Gordon Freeman
卡米尔·德穆兰	Camille Desmoulins
詹姆斯·汤姆金斯(足球运动员)	James Tomkins (footballer)
弗雷迪·西尔斯	Freddie Sears
尼克拉斯·卡森巴赫	Nicholas Katzenbach
克里斯·科恩	Chris Cohen
克里斯托弗·戴维·科恩	Chris Cohen
克里斯托弗·科恩	Chris Cohen
基斯杜化·大衛·科恩	Chris Cohen
基斯杜化·科恩	Chris Cohen
基斯杜化·大衛·高漢	Chris Cohen
基斯杜化·高漢	Chris Cohen
威廉·威森	William Wilson (aquatics)
邦茨·恩加拉	Bondz N'Gala
丹尼尔·曼宁	Daniel Manning
查尔斯·S·费尔柴尔德	Charles S. Fairchild
查尔斯·福斯特	Charles Foster (politician)
蜜雪儿·雀柏格	Michelle Trachtenberg
安德烈·多泰尔	André Dhôtel
艾玛·沃特森	Emma Watson
尤凡尼·賈拉多	Yovani Gallardo
理查德·萨瑟兰	Richard K. Sutherland
托马斯·萨瑟兰	Thomas Sutherland (banker)
埃鲁·威爾布爾·蘇德蘭	Earl Wilbur Sutherland, Jr.
纳辛贝·埃亚德马国际机场	Lomé-Tokoin Airport
巴尔苏·博罗得	Bars Bolud Jinong
保罗·毛杭	Paul Morand
苏珊·波伊爾	Susan Boyle
祖·拜登	Joe Biden
奥坦丝·德·博阿爾內	Hortense de Beauharnais
让·多麦颂	Jean d'Ormesson
奥斯曼·尤瑟夫·肯納迪	Osman Yusuf Kenadid
杰克·罗德威尔	Jack Rodwell
尤金·布拉斯	Eugene de Blaas
玛丽·路易莎	Marie Louise, Duchess of Parma
彼得·哈里遜天象館	 Peter Harrison Planetarium
金·蘭道	Randall Duk Kim
丹·哥斯林	Dan Gosling
蓝道·杜克·金	Randall Duk Kim
约翰·古尔德	John Gould
克里斯滕·贝尔	Kristen Bell
菲利普·墨兰顿	Philipp Melanchthon
何塞·胡安·巴雷亚	José Juan Barea
卡洛斯·阿罗约	Carlos Arroyo
查尔斯·库仑	Charles-Augustin de Coulomb
霍斯特·威塞尔之歌	Horst-Wessel-Lied
艾勒瓦利德·本·塔拉勒·阿勒沙特	Al-Waleed bin Talal
弗拉迪米尔·沃罗宁	Vladimir Voronin
史蒂夫·傑克遜(美)	Steve Jackson (US game designer)
史蒂夫·傑克遜(英)	Steve Jackson (UK game designer)
琼乔·谢尔威	Jonjo Shelvey
保罗·克魯曼	Paul Krugman
何塞法·薩里奧南迪亞	Joseba Sarrionandia
阿道夫·古斯塔夫亲王	Prince Gustaf Adolf, Duke of Västerbotten
文森特·坎德拉	Vincent Candela
伊莎贝·雨蓓	Isabelle Huppert
扎因·阿比丁·本·阿里	Zine El Abidine Ben Ali
吕西安·費夫爾	Lucien Febvre
彼得·B·波特	Peter Buell Porter
奈吉尔·馬文	Nigel Marven
托马斯·沃爾西	Thomas Wolsey
托马斯·沃尔西	Thomas Wolsey
罗曼·格罗斯让	Romain Grosjean
乔治·桑普森	George Sampson
茱蒂·丹契	Judi Dench
兹德涅克·米莱尔	Zdeněk Miler
德奥弗拉斯特·何耨豆	Théophraste Renaudot
迪恩·派瑞薩特	Dean Parisot
约翰·弗蘭斯蒂德	John Flamsteed
保罗·路斯沙巴吉那	Paul Rusesabagina
保罗·弗隆	Paul Furlong
赖瑞·艾利森	Larry Ellison
迈克尔·罗杰斯	Michael Rogers (cyclist)
伊本·图马特	Ibn Tumart
汤姆·马赫	Tom Maher
史提夫·卡爾	Steve Carell
密斯·凡·德罗	Ludwig Mies van der Rohe
约翰·伊顿	John Eaton (politician)
罗伯特·吉芬	Robert Giffen
约翰·M·贝里恩	John M. Berrien
本杰明·富兰克林·巴特勒	Benjamin Butler
塞缪尔·莫尔斯	Samuel Morse
威廉·T·巴里	William T. Barry
阿莫斯·肯德尔	Amos Kendall
约翰·布兰奇	John Branch
马伦·迪克森	Mahlon Dickerson
理查德·门特·约翰逊	Richard Mentor Johnson
乔尔·罗伯茨·波因塞特	Joel Roberts Poinsett
费利克斯·格伦迪	Felix Grundy
亨利·D·吉尔平	Henry D. Gilpin
纳吉布·阿卜杜尔·拉扎克	Najib Razak
乔治·博伊德	George Boyd (footballer)
阿杰马勒·阿米尔·卡萨夫	Ajmal Kasab
罗伯特·C·吉芬	Robert C. Giffen
艾格尼斯·剛察·博加丘	Mother Teresa
杰米·海纳曼	Jamie Hyneman
杰米·海納曼	Jamie Hyneman
维尔纳·法伊曼	Werner Faymann
潘蜜拉·安德森	Pamela Anderson
杰米·海尼曼	Jamie Hyneman
亚当·萨维奇	Adam Savage
亚当·沙維奇	Adam Savage
亚当·薩維奇	Adam Savage
伊芙·安潔兒	Eve Angel
克莉丝朵·史迪爾	Krystal Steal
瑞奇·兰伯特	Rickie Lambert
约翰·达利	John Darley
乔治·赫伯特	George Herbert
马奎斯·孔多塞	Marquis de Condorcet
托马斯·艾略特	T. S. Eliot
巴布罗·聂鲁达	Pablo Neruda
约瑟夫·洛克	Joseph Rock
彼得·諾斯	Peter North (pornographer)
约翰·唐尼	John Donne
凯尔·纳顿	Kyle Naughton
凯尔·诺顿	Kyle Naughton
南茜·康托爾	Nancy Cantor
托瑞·贝勒奇	Tory Belleci
托里·贝勒奇	Tory Belleci
贾森·斯科特兰	Jason Scotland
拉玛尔·奧當	Lamar Odom
赛典赤·烏馬爾·贍思丁	Sayyid Ajjal Shams al-Din Omar
本韦努托·切利尼	Benvenuto Cellini
埃德温·斯潘尼尔	Edwin Spanier
埃德温·亨利·斯潘尼尔	Edwin Spanier
托瑞·貝勒奇	Tory Belleci
凯莉·拜伦	Kari Byron
本杰明·富兰克林·巴特勒(律师)	Benjamin Franklin Butler (lawyer)
阿德丽娅娜·伽杭波	Adriana Karembeu
莱蒂西娅·伽斯搭	Laetitia Casta
亚历山大·涅夫斯基勋章	Order of Alexander Nevsky
蕾西·哈特	Lacie Heart
让·勒雷	Jean Leray
尼科莱·林久克	Mikalay Ryndzyuk
利云·奧古斯特·馮·本尼格森伯爵	Levin August, Count von Bennigsen
依蕾娜·內米洛夫斯基	Irène Némirovsky
劳沆丝·斐拉利	Laurence Ferrari
查克·艾佛朗	Zac Efron
吉罗拉莫·萨沃纳罗拉	Girolamo Savonarola
哈玛·亚德	Rama Yade
尼可罗·達·康替	Niccolò de' Conti
阿布·巴卡爾	Abu Bakar of Johor
琦拉·莎拉克	Kira Salak
弗瑞兹·約翰	Fritz John
卡罗尔·安·达菲	Carol Ann Duffy
温菲尔德·斯科特·雪利	Winfield Scott Schley
马尔文·埃尔维斯	Marvin Ávila
罗柏·寇米耶	Robert Cormier
罗杰·伯恩	Roger Byrne
珍娜·李	Jeanette Lee (pool player)
约翰尼·凯利(足球运动员)	Johnny Carey
亚当·范盖拉	Adán Vergara
森美·麥祺萊	Sammy McIlroy
伊恩·藍欽	Ian Rankin
弗利西蒂·赫夫曼	Felicity Huffman
亚当·克雷頓	Adam Clayton
伊曼纽·艾迪巴約	Emmanuel Adebayor
卡伦·高爾	Karen Corr
阿罗斯·塞尼菲尔德	Alois Senefelder
尼古拉斯·杜爾博士的解剖學課	The Anatomy Lesson of Dr. Nicolaes Tulp
帕里斯·希尔顿	Paris Hilton
凯莉·費雪	Kelly Fisher
马库斯·沃尔夫	Markus Wolf
茉莉·歐斯純	Jasmin Ouschan
尼古劳·洛巴托總統國際機場	Presidente Nicolau Lobato International Airport
弗列兹·朗格	Fritz Lang
布莱恩·辛格	Bryan Singer
爱娃·勃勞恩	Eva Braun
里卡多·马蒂内利	Ricardo Martinelli
葛达·赫佛斯達特	Gerda Hofstatter
斯科特·布朗(足球运动员)	Scott Brown (Scottish footballer)
洛伦佐·吉贝尔蒂	Lorenzo Ghiberti
詹姆士·塞蒙斯	James Harris Simons
雷蒙多·佩雷拉	Raimundo Pereira
鲁克曼古德·卡特瓦尔	Rookmangud Katawal
塞德里克·雷克鲁斯	Cédric Lécluse
史蒂芬·亨特利	Stephen Hendry
斯蒂芬·亨德利	Stephen Hendry
萨姆埃尔·布塔尔	Samuel Boutal
汉斯·蓋革	Hans Geiger
雷吉·道尔	Régis Dorn
查克·贝里	Chuck Berry
查克·贝瑞	Chuck Berry
以马内利·艾迪巴約	Emmanuel Adebayor
菲利波·布鲁内列斯基	Filippo Brunelleschi
杰克·弗萊徹	Frank Jack Fletcher
曼尼·帕奎奥	Manny Pacquiao
阿布来提·阿不都热西提	Abdul'ahat Abdulrixit
雷内·弗朗索瓦·吉蘭·马格利特	René Magritte
克里斯托弗·麦可·莫德庇	Christopher Maltby
马特·哈定	Matt Harding
尼古劳·洛巴托总统国际机场	Presidente Nicolau Lobato International Airport
杰克·莱斯特	Jack Lester
达美拉·柏絲克	Tamira Paszek
汤姆·赫宁·奥弗雷勃	Tom Henning Øvrebø
查理·德·弗雷西內	Charles de Freycinet
路易·查理·腓力·拉斐尔(内穆尔公爵)	Prince Louis, Duke of Nemours
皮埃尔·弗朗索瓦·查尔斯·奥热罗	Pierre Augereau
卓娅·科斯莫杰米扬斯卡娅	Zoya Kosmodemyanskaya
拿美·靴古斯·拿邦歷基	Hugues Nanmi
夏尔·戴高樂-星形站	Charles de Gaulle – Étoile
史多美·丹尼爾	Stormy Daniels
马查度·查亞·巴迪斯達	Djair Baptista Machado
俄热纳·布尔奴夫	Eugène Burnouf
扬·凡·埃克	Jan van Eyck
安德斯·弗里斯克	Anders Frisk
查克·戴利	Chuck Daly
马斯·塞拉马特	Mas Selamat bin Kastari
蒙尼尔·艾哈達奧	Mounir El Hamdaoui
塞雷纳·威廉姆斯	Serena Williams
罗门·維許尼亞克	Roman Vishniac
欧文·威尔逊	Owen Wilson
贝托迪·柏迪拿·祖爾	Joel Bertoti Padilha
艾特列基·祖利亞·艾格	Edgar Aldrighi Júnior
卡齐米日·马尔钦凯维奇	Kazimierz Marcinkiewicz
马雷克·贝尔卡	Marek Belka
丹尼尔·巴德	Daniel Bard
穆罕默德·塔拉基	Nur Muhammad Taraki
艾云·耶域治	Ivan Jević
克里斯提安·齊瑪曼	Krystian Zimerman
约翰·霍金斯爵士	John Hawkins
马克斯韦尔·舒尔勒·卡贝里诺·安德拉德	Maxwell Cabelino Andrade
艾夫根尼·紀新	Evgeny Kissin
积臣·特裡	Jason Terry
唐吉兹·阿米热吉比	Tengiz Amirejibi
卢克·弗里曼	Luke Freeman
帕布罗·加加罗	Pablo Gargallo
莫里斯·賈爾	Maurice Jarre
埃努玛·埃利什	Enûma Eliš
埃努玛·埃里什	Enûma Eliš
卢卡斯·古博特	Łukasz Kubot
提庇留·朱利亞斯·阿布德斯·潘得拉	Tiberius Iulius Abdes Pantera
底比留斯·潘得拉	Tiberius Iulius Abdes Pantera
底比留斯·朱里亚斯·阿布得斯·潘得拉	Tiberius Iulius Abdes Pantera
格兰特·霍尔特	Grant Holt
乔治·贝斯特贝尔法斯特城市机场	George Best Belfast City Airport
利物浦约翰·列侬机场	Liverpool John Lennon Airport
理查·派克·勃宁顿	Richard Parkes Bonington
耶稣·本·潘得拉	Yeshu
耶书·本·潘得拉	Yeshu
圣盔·鎚手	Helm Hammerhand
伊莎贝尔·于佩尔	Isabelle Huppert
范·艾特菲尔德公馆	Hôtel van Eetvelde
沃尔特·雷利	Walter Raleigh
战国·革新	Defense of the Ancients
S·C·约翰逊管理研究院	Samuel Curtis Johnson Graduate School of Management
艾吉·尼尔斯·玻尔	Aage Bohr
伍拉·賴國際機場	Ngurah Rai International Airport
希尼波拉·賈那拉達那	Henepola Gunaratana
海那波拉·瓜那瑞塔	Henepola Gunaratana
雅克-路易·大衛	Jacques-Louis David
杰夫·伊梅尔特	Jeffrey R. Immelt
尼曼查·維迪	Nemanja Vidić
小赖瑞·慕蘭	Larry Mullen, Jr.
J·R·理查德	J. R. Richard
占士·諾蒂·理查德	J. R. Richard
阿隆·麦克林	Aaron McLean
大卫·羅賓森	David Robinson (basketball)
威利斯·瑞德	Willis Reed
比利·康寧漢	Billy Cunningham
李·斯通	Lee Stone
昆顿·塔倫天奴	Quentin Tarantino
克里斯汀·穆基	Cristian Mungiu
戴蒙·林德洛夫	Damon Lindelof
席艾娜·米勒	Sienna Miller
詹妮特·麥柯迪	Jennette McCurdy
吉姆·雷纳	Jim Raynor
小乔恩·亨茨曼	Jon Huntsman, Jr.
干尼亚扬尼斯·達斯卡洛伊安尼斯國際機場	Chania International Airport
阿道夫·萨克斯	Adolphe Sax
奥莱格·普雷萨斯	Oleguer Presas
约翰·帕里沙	Johann Palisa
干尼亚扬尼斯·达斯卡洛伊安尼斯国际机场	Chania International Airport
克里斯·潘恩	Chris Pine
毛罗·莫尔	Mauro Maur
多纳德·圖斯克	Donald Tusk
多纳尔德·圖斯克	Donald Tusk
庄拿芬·韋比	Jonathan Webb (footballer)
茜蒂诺·哈麗莎	Siti Nurhaliza
富察·傅恆	Fuheng
克里斯·派恩	Chris Pine
克里斯·潘	Chris Pine
基斯·派恩	Chris Pine
克里斯·派因	Chris Pine
钱斯·菲尔普斯	Chance Phelps
艾朗·麥連	Aaron McLean
迈克尔·凯特利	Michael Kightly
艾卜·伯克尔	Abu Bakr
韦卢皮莱·普拉巴卡兰	Velupillai Prabhakaran
达利娅·格里包斯凯特	Dalia Grybauskaitė
阿里·本·艾比·塔利卜	Ali
侯赛因·本·阿里·本·艾比·塔利卜	Hussein ibn Ali
爱新觉罗·溥傑	Pujie
亚历山大·雷巴克	Alexander Rybak
提安娜·安特遜	Teyona Anderson
乔什·奇爾得雷斯	Josh Childress
艾莉逊·哈佛	Allison Harvard
J·R·吉登斯	J. R. Giddens
米夏·巴頓	Mischa Barton
约书亚·巴特勒	Josiah Bartlet
伊拉克利翁尼科斯·卡赞察基斯国际机场	Heraklion International Airport
克基拉岛扬尼斯·卡波迪斯特里亚斯国际机场	Corfu International Airport
O·J·辛普森案件	O. J. Simpson murder case
约翰·贡纳尔·安德松	Johan Gunnar Andersson
克里斯·贝努瓦	Chris Benoit
尼克·杨(篮球运动员)	Nick Young (basketball)
尚恩·麥可	Shawn Michaels
约翰·希納	John Cena
威廉·拉塞尔	William Lassell
罗兰德·弗萊斯勒	Roland Freisler
伍拉·赖国际机场	Ngurah Rai International Airport
詹姆斯·泰比里厄斯·柯克	James T. Kirk
生态乌托邦：威廉·韦斯顿的笔记本与报告	Ecotopia
弗里德里克·布里翁	Friederike Brion
凯特·伯斯沃斯	Kate Bosworth
阿帕·谢尔巴	Apa Sherpa
阿帕·谢尔帕	Apa Sherpa
里德·哈斯廷斯	Reed Hastings
阿伦·施漢	Alan Sheehan
理查·基尔	Richard Gere
乔丹·穆茨	Jordon Mutch
加布·普魯特	Gabe Pruitt
布莱恩·斯卡拉布萊恩	Brian Scalabrine
米基·摩尔	Mikki Moore
斯坦尼斯瓦夫·波尼亚托夫斯基	Stanisław August Poniatowski
尼古莱·迪維丹高	Nikolay Davydenko
维克托·哈内斯库	Victor Hănescu
欧内斯特·卡伦巴赫	Ernest Callenbach
萝拉·卡芙特	Lara Croft
佩尔·施泰因布吕克	Peer Steinbrück
汉斯·艾歇尔	Hans Eichel
罗兰·科赫	Roland Koch
奥斯丁·亨利·萊亞德	Austen Henry Layard
马达夫·库马尔·内帕尔	Madhav Kumar Nepal
彼得·柏卡歷克	Peter Pekarík
贾斯帕-古斯塔夫·科里奥利	Gaspard-Gustave Coriolis
赫尔曼·布尔哈夫	Herman Boerhaave
西蒙·艾略特	Simon Elliott
西蒙·埃里奥特	Simon Elliott
阿曼·凡布倫	Armin van Buuren
阿图尔·博鲁什	Artur Boruc
马尔钦·巴什琴斯基	Marcin Baszczyński
乔治·克利福德三世	George Clifford III
霍斯特·威塞尔	Horst Wessel
马素·舒希化	Marcel Schäfer
安东尼奥·卡洛斯·裘賓	Antônio Carlos Jobim
库尔特·尼爾森	Kurt Nilsen
伦纳德·麦科伊	Leonard McCoy
伦纳德·麦考伊	Leonard McCoy
凯特·西	Cat Sìth
埃斯特拉达·帕尔马	Tomás Estrada Palma
马西莫·布萨卡	Massimo Busacca
克里斯蒂安·根特纳	Christian Gentner
沙斯查·列達	Sascha Riether
杜礼·侯活	Dwight Howard
威廉·B·伊尔德曼斯出版公司	William B. Eerdmans Publishing Company
阿德列安·布洛帝	Adrien Brody
谢尔盖·爱森斯坦	Sergei Eisenstein
沙提阿耶特·雷	Satyajit Ray
雅克·卡蒂亚	Jacques Cartier
爱玛·戈尔德曼	Emma Goldman
安东·契诃夫	Anton Chekhov
约翰内斯·古腾堡	Johannes Gutenberg
